Region,Country,Item Type,Order Priority,Order Date,Ship Date,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Profit Margin per Product,Processing Time,Processing Time (days),Order Year,Sales Channel
Europe,Luxembourg,Household,C,2016-09-05,2016-10-01,668.27,502.54,3857922.71,2901163.42,956759.29,165.72999999999996,26 days,26,2016,Online
Europe,Latvia,Vegetables,M,2016-10-05,2016-11-13,154.06,90.93,542137.14,319982.67,222154.47,63.13,39 days,39,2016,Offline
Europe,Iceland,Baby Food,C,2016-05-06,2016-05-12,255.28,159.42,1766027.04,1102867.56,663159.48,95.86,6 days,6,2016,Online
Europe,Belarus,Office Supplies,H,2016-07-06,2016-07-31,651.21,524.96,5294988.51,4268449.76,1026538.75,126.25,25 days,25,2016,Offline
Europe,Montenegro,Beverages,C,2016-08-06,2016-09-04,47.45,31.79,414665.55,277812.81,136852.74,15.660000000000004,29 days,29,2016,Online
Europe,Denmark,Baby Food,L,2016-09-06,2016-09-06,255.28,159.42,326503.12,203898.18,122604.94,95.86,0 days,0,2016,Offline
Europe,Armenia,Personal Care,C,2016-12-06,2017-01-02,81.73,56.67,526913.31,365351.49,161561.82,25.06,27 days,27,2016,Online
Europe,Armenia,Vegetables,M,2016-12-07,2017-01-01,154.06,90.93,939303.82,554400.21,384903.61,63.13,25 days,25,2016,Offline
Europe,Sweden,Vegetables,C,2016-12-07,2016-12-27,154.06,90.93,15560.06,9183.93,6376.13,63.13,20 days,20,2016,Online
Europe,Germany,Personal Care,H,2016-02-08,2016-02-16,81.73,56.67,711214.46,493142.34,218072.12,25.06,8 days,8,2016,Offline
Europe,Malta,Fruits,M,2016-05-09,2016-06-01,9.33,6.92,26142.66,19389.84,6752.82,2.41,23 days,23,2016,Online
Europe,Italy,Personal Care,M,2016-06-09,2016-07-28,81.73,56.67,530019.05,367504.95,162514.1,25.06,49 days,49,2016,Offline
Europe,Croatia,Clothes,C,2016-06-09,2016-06-18,109.28,35.84,966144.48,316861.44,649283.04,73.44,9 days,9,2016,Online
Europe,Vatican City,Vegetables,L,2016-01-10,2016-01-21,154.06,90.93,776000.22,458014.41,317985.81,63.13,11 days,11,2016,Offline
Europe,Portugal,Beverages,L,2016-01-10,2016-01-13,47.45,31.79,76062.35,50959.37,25102.98,15.660000000000004,3 days,3,2016,Online
Europe,Czech Republic,Baby Food,C,2016-03-10,2016-04-08,255.28,159.42,1775727.68,1108925.52,666802.16,95.86,29 days,29,2016,Offline
Europe,Malta,Vegetables,M,2016-05-10,2016-05-11,154.06,90.93,1026347.72,605775.66,420572.06,63.13,1 days,1,2016,Online
Europe,Albania,Office Supplies,M,2016-08-10,2016-09-06,651.21,524.96,873923.82,704496.32,169427.5,126.25,27 days,27,2016,Offline
Europe,Moldova ,Snacks,H,2016-01-11,2016-02-05,152.58,97.44,802570.8,512534.4,290036.4,55.140000000000015,25 days,25,2016,Online
Europe,Ukraine,Office Supplies,M,2016-03-11,2016-04-20,651.21,524.96,21489.93,17323.68,4166.25,126.25,40 days,40,2016,Offline
Europe,Greece,Household,C,2016-03-11,2016-04-23,668.27,502.54,1164794.61,875927.22,288867.39,165.72999999999996,43 days,43,2016,Online
Europe,Sweden,Fruits,L,2016-04-11,2016-05-07,9.33,6.92,57939.3,42973.2,14966.1,2.41,26 days,26,2016,Offline
Europe,Italy,Vegetables,M,2016-04-11,2016-04-12,154.06,90.93,65937.68,38918.04,27019.64,63.13,1 days,1,2016,Online
Europe,Serbia,Cereal,C,2016-08-11,2016-08-11,205.7,117.11,409960.1,233400.23,176559.87,88.58999999999999,0 days,0,2016,Offline
Europe,Spain,Snacks,C,2016-11-11,2016-12-14,152.58,97.44,37382.1,23872.8,13509.3,55.140000000000015,33 days,33,2016,Online
Europe,Finland,Fruits,H,2016-01-12,2016-02-14,9.33,6.92,503.82,373.68,130.14,2.41,33 days,33,2016,Offline
Europe,Bulgaria,Fruits,L,2016-03-12,2016-04-07,9.33,6.92,87646.02,65006.48,22639.54,2.41,26 days,26,2016,Online
Europe,Norway,Snacks,L,2016-03-12,2016-03-15,152.58,97.44,714226.98,456116.64,258110.34,55.140000000000015,3 days,3,2016,Offline
Europe,Ireland,Cereal,H,2016-07-12,2016-08-30,205.7,117.11,1021506.2,581568.26,439937.94,88.58999999999999,49 days,49,2016,Online
Europe,Belarus,Vegetables,C,2016-08-12,2016-08-16,154.06,90.93,187953.2,110934.6,77018.6,63.13,4 days,4,2016,Offline
Europe,Greece,Meat,C,2016-09-12,2016-09-26,421.89,364.69,650976.27,562716.67,88259.6,57.19999999999999,14 days,14,2016,Online
Europe,Austria,Vegetables,M,2016-11-12,2016-12-21,154.06,90.93,831461.82,490749.21,340712.61,63.13,39 days,39,2016,Offline
Europe,Sweden,Meat,L,2016-12-12,2016-12-13,421.89,364.69,4129037.43,3569221.03,559816.4,57.19999999999999,1 days,1,2016,Online
Europe,Hungary,Snacks,M,2017-02-01,2017-02-10,152.58,97.44,476965.08,304597.44,172367.64,55.140000000000015,9 days,9,2017,Offline
Europe,Lithuania,Vegetables,M,2017-05-01,2017-06-13,154.06,90.93,1078265.94,636419.07,441846.87,63.13,43 days,43,2017,Online
Europe,Latvia,Office Supplies,L,2017-05-01,2017-05-28,651.21,524.96,4094157.27,3300423.52,793733.75,126.25,27 days,27,2017,Offline
Europe,Germany,Meat,H,2017-05-02,2017-05-12,421.89,364.69,485595.39,419758.19,65837.2,57.19999999999999,10 days,10,2017,Online
Europe,Spain,Office Supplies,L,2017-07-02,2017-08-07,651.21,524.96,2889418.77,2329247.52,560171.25,126.25,36 days,36,2017,Offline
Europe,Spain,Cosmetics,C,2017-01-03,2017-01-08,437.2,263.33,1046656.8,630412.02,416244.78,173.87,5 days,5,2017,Online
Europe,Norway,Meat,M,2017-03-03,2017-03-22,421.89,364.69,278869.29,241060.09,37809.2,57.19999999999999,19 days,19,2017,Offline
Europe,Russia,Household,H,2017-04-03,2017-05-11,668.27,502.54,4955890.32,3726836.64,1229053.68,165.72999999999996,38 days,38,2017,Online
Europe,Monaco,Cereal,L,2017-06-03,2017-07-21,205.7,117.11,451922.9,257290.67,194632.23,88.58999999999999,48 days,48,2017,Offline
Europe,Sweden,Cosmetics,L,2017-07-03,2017-07-31,437.2,263.33,3785714.8,2280174.47,1505540.33,173.87,28 days,28,2017,Online
Europe,San Marino,Snacks,C,2017-01-04,2017-01-17,152.58,97.44,442787.16,282770.88,160016.28,55.140000000000015,13 days,13,2017,Offline
Europe,San Marino,Office Supplies,L,2017-03-04,2017-04-20,651.21,524.96,5598452.37,4513081.12,1085371.25,126.25,47 days,47,2017,Online
Europe,Switzerland,Beverages,L,2017-04-04,2017-05-16,47.45,31.79,196110.85,131388.07,64722.78,15.660000000000004,42 days,42,2017,Offline
Europe,United Kingdom,Cosmetics,C,2017-05-05,2017-06-20,437.2,263.33,76947.2,46346.08,30601.12,173.87,46 days,46,2017,Online
Europe,Macedonia,Beverages,L,2017-07-05,2017-08-14,47.45,31.79,272600.25,182633.55,89966.7,15.660000000000004,40 days,40,2017,Offline
Europe,Germany,Baby Food,L,2017-01-06,2017-02-15,255.28,159.42,2313092.08,1444504.62,868587.46,95.86,40 days,40,2017,Online
Europe,Croatia,Beverages,M,2017-02-06,2017-02-10,47.45,31.79,221781.3,148586.46,73194.84,15.660000000000004,4 days,4,2017,Offline
Europe,Bulgaria,Cosmetics,H,2017-05-06,2017-06-15,437.2,263.33,3173197.6,1911249.14,1261948.46,173.87,40 days,40,2017,Online
Europe,Czech Republic,Cosmetics,H,2017-06-06,2017-07-12,437.2,263.33,2440013.2,1469644.73,970368.47,173.87,36 days,36,2017,Offline
Europe,Latvia,Snacks,M,2017-04-07,2017-04-13,152.58,97.44,1386189.3,885242.4,500946.9,55.140000000000015,6 days,6,2017,Online
Europe,Belarus,Vegetables,M,2017-06-07,2017-06-21,154.06,90.93,772764.96,456104.88,316660.08,63.13,14 days,14,2017,Offline
Europe,Poland,Household,L,2017-07-07,2017-08-04,668.27,502.54,604784.35,454798.7,149985.65,165.72999999999996,28 days,28,2017,Online
Europe,Netherlands,Meat,M,2017-03-08,2017-04-03,421.89,364.69,808341.24,698746.04,109595.2,57.19999999999999,26 days,26,2017,Offline
Europe,Kosovo,Vegetables,M,2017-03-08,2017-03-20,154.06,90.93,1527813.02,901752.81,626060.21,63.13,12 days,12,2017,Online
Europe,United Kingdom,Beverages,C,2017-04-08,2017-04-12,47.45,31.79,248732.9,166643.18,82089.72,15.660000000000004,4 days,4,2017,Offline
Europe,Estonia,Beverages,C,2017-02-09,2017-02-21,47.45,31.79,399149.4,267417.48,131731.92,15.660000000000004,12 days,12,2017,Online
Europe,Czech Republic,Meat,M,2017-05-09,2017-06-12,421.89,364.69,267478.26,231213.46,36264.8,57.19999999999999,34 days,34,2017,Offline
Europe,Belgium,Vegetables,L,2017-05-09,2017-05-13,154.06,90.93,361886.94,213594.57,148292.37,63.13,4 days,4,2017,Online
Europe,Moldova ,Baby Food,C,2017-06-09,2017-07-05,255.28,159.42,391599.52,244550.28,147049.24,95.86,26 days,26,2017,Offline
Europe,Cyprus,Meat,M,2017-06-09,2017-07-02,421.89,364.69,3840464.67,3319773.07,520691.6,57.19999999999999,23 days,23,2017,Online
Europe,Austria,Personal Care,M,2017-07-09,2017-07-20,81.73,56.67,98484.65,68287.35,30197.3,25.06,11 days,11,2017,Offline
Europe,Greece,Fruits,L,2017-07-09,2017-07-25,9.33,6.92,89194.8,66155.2,23039.6,2.41,16 days,16,2017,Online
Europe,Sweden,Fruits,M,2017-01-10,2017-01-13,9.33,6.92,44168.22,32759.28,11408.94,2.41,3 days,3,2017,Offline
Europe,Russia,Household,M,2017-07-10,2017-08-20,668.27,502.54,48115.44,36182.88,11932.56,165.72999999999996,41 days,41,2017,Online
Europe,San Marino,Fruits,L,2017-07-10,2017-08-04,9.33,6.92,61335.42,45492.08,15843.34,2.41,25 days,25,2017,Offline
Europe,Macedonia,Vegetables,C,2017-07-10,2017-07-12,154.06,90.93,1485292.46,876656.13,608636.33,63.13,2 days,2,2017,Online
Europe,Slovenia,Household,L,2017-02-11,2017-02-20,668.27,502.54,5776525.88,4343955.76,1432570.12,165.72999999999996,9 days,9,2017,Offline
Europe,Croatia,Beverages,H,2017-03-11,2017-03-22,47.45,31.79,275020.2,184254.84,90765.36,15.660000000000004,11 days,11,2017,Online
Europe,Cyprus,Meat,L,2017-06-11,2017-07-05,421.89,364.69,441296.94,381465.74,59831.2,57.19999999999999,24 days,24,2017,Offline
Europe,Netherlands,Beverages,M,2017-07-11,2017-08-23,47.45,31.79,376705.55,252380.81,124324.74,15.660000000000004,43 days,43,2017,Online
Europe,Macedonia,Snacks,L,2017-07-11,2017-07-24,152.58,97.44,1472854.74,940588.32,532266.42,55.140000000000015,13 days,13,2017,Offline
Europe,Romania,Clothes,L,2017-01-12,2017-03-01,109.28,35.84,1050180.8,344422.4,705758.4,73.44,48 days,48,2017,Online
Europe,Macedonia,Meat,L,2017-02-12,2017-03-23,421.89,364.69,2865054.99,2476609.79,388445.2,57.19999999999999,39 days,39,2017,Offline
Europe,France,Fruits,C,2017-03-12,2017-04-25,9.33,6.92,59460.09,44101.16,15358.93,2.41,44 days,44,2017,Online
Europe,Netherlands,Vegetables,H,2017-03-12,2017-04-01,154.06,90.93,3389.32,2000.46,1388.86,63.13,20 days,20,2017,Offline
Europe,Andorra,Beverages,L,2010-01-13,2010-02-20,47.45,31.79,59549.75,39896.45,19653.3,15.660000000000004,38 days,38,2010,Online
Europe,Kosovo,Vegetables,L,2010-01-13,2010-01-20,154.06,90.93,677247.76,399728.28,277519.48,63.13,7 days,7,2010,Offline
Europe,Poland,Vegetables,H,2011-01-13,2011-01-22,154.06,90.93,784165.4,462833.7,321331.7,63.13,9 days,9,2011,Online
Europe,Croatia,Clothes,H,2014-01-13,2014-01-23,109.28,35.84,541810.24,177694.72,364115.52,73.44,10 days,10,2014,Offline
Europe,Norway,Personal Care,M,2014-01-14,2014-01-15,81.73,56.67,277391.62,192337.98,85053.64,25.06,1 days,1,2014,Online
Europe,Sweden,Fruits,L,2015-01-14,2015-02-10,9.33,6.92,49504.98,36717.52,12787.46,2.41,27 days,27,2015,Offline
Europe,Romania,Personal Care,L,2015-01-14,2015-01-27,81.73,56.67,42417.87,29411.73,13006.14,25.06,13 days,13,2015,Online
Europe,Slovakia,Cereal,H,2015-01-14,2015-01-22,205.7,117.11,473727.1,269704.33,204022.77,88.58999999999999,8 days,8,2015,Offline
Europe,Germany,Meat,M,2017-01-14,2017-01-18,421.89,364.69,2886571.38,2495208.98,391362.4,57.19999999999999,4 days,4,2017,Online
Europe,Italy,Baby Food,H,2011-01-15,2011-02-16,255.28,159.42,1903878.24,1188954.36,714923.88,95.86,32 days,32,2011,Offline
Europe,Greece,Baby Food,H,2015-01-15,2015-02-16,255.28,159.42,1575332.88,983780.82,591552.06,95.86,32 days,32,2015,Online
Europe,Armenia,Personal Care,C,2010-01-16,2010-01-18,81.73,56.67,290877.07,201688.53,89188.54,25.06,2 days,2,2010,Offline
Europe,Sweden,Cosmetics,C,2010-01-16,2010-02-23,437.2,263.33,4149902.4,2499528.36,1650374.04,173.87,38 days,38,2010,Online
Europe,France,Clothes,M,2014-01-16,2014-01-28,109.28,35.84,357017.76,117089.28,239928.48,73.44,12 days,12,2014,Offline
Europe,Netherlands,Clothes,H,2016-01-16,2016-02-23,109.28,35.84,695895.04,228229.12,467665.92,73.44,38 days,38,2016,Online
Europe,Albania,Clothes,C,2016-01-16,2016-03-05,109.28,35.84,938278.08,307722.24,630555.84,73.44,49 days,49,2016,Offline
Europe,Romania,Meat,C,2016-01-16,2016-02-26,421.89,364.69,2477759.97,2141824.37,335935.6,57.19999999999999,41 days,41,2016,Online
Europe,Portugal,Household,L,2012-01-17,2012-01-31,668.27,502.54,779871.09,586464.18,193406.91,165.72999999999996,14 days,14,2012,Offline
Europe,Netherlands,Household,C,2014-01-17,2014-02-18,668.27,502.54,760491.26,571890.52,188600.74,165.72999999999996,32 days,32,2014,Online
Europe,Slovenia,Fruits,L,2010-01-18,2010-02-09,9.33,6.92,6745.59,5003.16,1742.43,2.41,22 days,22,2010,Offline
Europe,Cyprus,Baby Food,M,2010-01-18,2010-02-18,255.28,159.42,165676.72,103463.58,62213.14,95.86,31 days,31,2010,Online
Europe,Ukraine,Cosmetics,L,2011-01-18,2011-01-23,437.2,263.33,1743553.6,1050160.04,693393.56,173.87,5 days,5,2011,Offline
Europe,Austria,Snacks,M,2012-01-18,2012-02-21,152.58,97.44,168600.9,107671.2,60929.7,55.140000000000015,34 days,34,2012,Online
Europe,Iceland,Office Supplies,L,2012-01-18,2012-02-13,651.21,524.96,5374436.13,4332494.88,1041941.25,126.25,26 days,26,2012,Offline
Europe,Liechtenstein,Baby Food,H,2015-01-18,2015-02-16,255.28,159.42,2310794.56,1443069.84,867724.72,95.86,29 days,29,2015,Online
Europe,Sweden,Meat,C,2015-01-18,2015-02-19,421.89,364.69,625240.98,540470.58,84770.4,57.19999999999999,32 days,32,2015,Offline
Europe,France,Office Supplies,L,2012-01-19,2012-02-13,651.21,524.96,2492180.67,2009021.92,483158.75,126.25,25 days,25,2012,Online
Europe,Armenia,Cereal,H,2010-01-20,2010-02-04,205.7,117.11,1533493.5,873055.05,660438.45,88.58999999999999,15 days,15,2010,Offline
Europe,Russia,Office Supplies,L,2015-01-20,2015-01-27,651.21,524.96,369236.07,297652.32,71583.75,126.25,7 days,7,2015,Online
Europe,Portugal,Beverages,H,2016-01-20,2016-01-28,47.45,31.79,154497.2,103508.24,50988.96,15.660000000000004,8 days,8,2016,Offline
Europe,Netherlands,Baby Food,C,2011-01-21,2011-02-26,255.28,159.42,1040776.56,649955.34,390821.22,95.86,36 days,36,2011,Online
Europe,Georgia,Fruits,M,2014-01-21,2014-02-10,9.33,6.92,16187.55,12006.2,4181.35,2.41,20 days,20,2014,Offline
Europe,Hungary,Clothes,H,2015-01-21,2015-03-10,109.28,35.84,257791.52,84546.56,173244.96,73.44,48 days,48,2015,Online
Europe,Ireland,Personal Care,L,2016-01-21,2016-02-26,81.73,56.67,86061.69,59673.51,26388.18,25.06,36 days,36,2016,Offline
Europe,Ukraine,Cosmetics,H,2011-01-22,2011-01-28,437.2,263.33,3442075.6,2073197.09,1368878.51,173.87,6 days,6,2011,Online
Europe,United Kingdom,Personal Care,L,2015-01-22,2015-02-14,81.73,56.67,368520.57,255525.03,112995.54,25.06,23 days,23,2015,Offline
Europe,Czech Republic,Meat,H,2015-01-22,2015-03-13,421.89,364.69,1271154.57,1098810.97,172343.6,57.19999999999999,50 days,50,2015,Online
Europe,San Marino,Vegetables,M,2016-01-22,2016-02-22,154.06,90.93,75797.52,44737.56,31059.96,63.13,31 days,31,2016,Offline
Europe,Georgia,Snacks,L,2017-01-22,2017-03-07,152.58,97.44,944622.78,603251.04,341371.74,55.140000000000015,44 days,44,2017,Online
Europe,Andorra,Snacks,C,2010-01-23,2010-02-05,152.58,97.44,1380543.84,881637.12,498906.72,55.140000000000015,13 days,13,2010,Offline
Europe,Germany,Cereal,M,2011-01-23,2011-02-22,205.7,117.11,1504695.5,856659.65,648035.85,88.58999999999999,30 days,30,2011,Online
Europe,Armenia,Baby Food,H,2012-01-23,2012-02-07,255.28,159.42,201926.48,126101.22,75825.26,95.86,15 days,15,2012,Offline
Europe,Greece,Household,M,2012-01-23,2012-02-11,668.27,502.54,6111997.42,4596230.84,1515766.58,165.72999999999996,19 days,19,2012,Online
Europe,Greece,Cereal,H,2013-01-24,2013-01-31,205.7,117.11,528443.3,300855.59,227587.71,88.58999999999999,7 days,7,2013,Offline
Europe,Vatican City,Fruits,H,2015-01-24,2015-03-02,9.33,6.92,63565.29,47145.96,16419.33,2.41,37 days,37,2015,Online
Europe,Estonia,Clothes,L,2016-01-24,2016-01-27,109.28,35.84,781024.16,256148.48,524875.68,73.44,3 days,3,2016,Offline
Europe,Hungary,Baby Food,M,2011-01-25,2011-03-13,255.28,159.42,2544631.04,1589098.56,955532.48,95.86,47 days,47,2011,Online
Europe,Lithuania,Household,H,2012-01-25,2012-02-26,668.27,502.54,1829723.26,1375954.52,453768.74,165.72999999999996,32 days,32,2012,Offline
Europe,Ukraine,Snacks,C,2016-01-25,2016-03-03,152.58,97.44,220172.94,140605.92,79567.02,55.140000000000015,38 days,38,2016,Online
Europe,Bulgaria,Vegetables,C,2010-01-26,2010-02-21,154.06,90.93,836083.62,493477.11,342606.51,63.13,26 days,26,2010,Offline
Europe,Georgia,Baby Food,L,2014-01-26,2014-03-08,255.28,159.42,855698.56,534375.84,321322.72,95.86,41 days,41,2014,Online
Europe,Luxembourg,Cosmetics,M,2017-01-26,2017-02-24,437.2,263.33,2219664.4,1336926.41,882737.99,173.87,29 days,29,2017,Offline
Europe,Iceland,Cosmetics,M,2011-01-27,2011-02-17,437.2,263.33,149522.4,90058.86,59463.54,173.87,21 days,21,2011,Online
Europe,Malta,Snacks,L,2012-01-27,2012-01-28,152.58,97.44,1172272.14,748631.52,423640.62,55.140000000000015,1 days,1,2012,Offline
Europe,Moldova ,Baby Food,C,2014-01-27,2014-03-01,255.28,159.42,839105.36,524013.54,315091.82,95.86,33 days,33,2014,Online
Europe,Latvia,Personal Care,L,2014-01-27,2014-02-17,81.73,56.67,64730.16,44882.64,19847.52,25.06,21 days,21,2014,Offline
Europe,Vatican City,Personal Care,H,2016-01-27,2016-03-15,81.73,56.67,679830.14,471381.06,208449.08,25.06,48 days,48,2016,Online
Europe,Ireland,Cosmetics,M,2011-01-28,2011-02-13,437.2,263.33,2997443.2,1805390.48,1192052.72,173.87,16 days,16,2011,Offline
Europe,Slovenia,Cosmetics,M,2014-01-28,2014-02-05,437.2,263.33,1097809.2,661221.63,436587.57,173.87,8 days,8,2014,Online
Europe,Georgia,Fruits,C,2017-01-28,2017-02-25,9.33,6.92,76216.77,56529.48,19687.29,2.41,28 days,28,2017,Offline
Europe,Ukraine,Cosmetics,H,2012-01-29,2012-03-06,437.2,263.33,3957971.6,2383926.49,1574045.11,173.87,37 days,37,2012,Online
Europe,Switzerland,Beverages,H,2010-01-30,2010-02-05,47.45,31.79,255802.95,171379.89,84423.06,15.660000000000004,6 days,6,2010,Offline
Europe,Norway,Office Supplies,L,2012-01-30,2012-03-14,651.21,524.96,5159536.83,4159258.08,1000278.75,126.25,44 days,44,2012,Online
Europe,Luxembourg,Clothes,M,2013-01-30,2013-03-07,109.28,35.84,44476.96,14586.88,29890.08,73.44,36 days,36,2013,Offline
Europe,Portugal,Meat,L,2014-01-30,2014-03-16,421.89,364.69,4077988.74,3525093.54,552895.2,57.19999999999999,45 days,45,2014,Online
Europe,Luxembourg,Cosmetics,M,2015-01-30,2015-02-23,437.2,263.33,782150.8,471097.37,311053.43,173.87,24 days,24,2015,Offline
Europe,Slovakia,Household,C,2016-01-30,2016-03-01,668.27,502.54,3424215.48,2575014.96,849200.52,165.72999999999996,31 days,31,2016,Online
Europe,Moldova ,Household,M,2011-01-31,2011-02-19,668.27,502.54,1589146.06,1195040.12,394105.94,165.72999999999996,19 days,19,2011,Offline
Europe,Albania,Meat,H,2013-01-31,2013-03-13,421.89,364.69,536644.08,463885.68,72758.4,57.19999999999999,41 days,41,2013,Online
Europe,Greece,Clothes,H,2015-01-31,2015-02-06,109.28,35.84,1031603.2,338329.6,693273.6,73.44,6 days,6,2015,Offline
Europe,Montenegro,Fruits,H,2016-01-31,2016-02-09,9.33,6.92,68538.18,50834.32,17703.86,2.41,9 days,9,2016,Online
Europe,Finland,Baby Food,M,2010-10-13,2010-11-23,255.28,159.42,1306523.04,815911.56,490611.48,95.86,41 days,41,2010,Offline
Europe,Macedonia,Household,L,2015-10-13,2015-10-20,668.27,502.54,6222261.97,4679149.94,1543112.03,165.72999999999996,7 days,7,2015,Online
Europe,San Marino,Vegetables,L,2012-10-14,2012-11-27,154.06,90.93,818058.6,482838.3,335220.3,63.13,44 days,44,2012,Offline
Europe,Bosnia and Herzegovina,Clothes,M,2013-10-14,2013-11-04,109.28,35.84,101302.56,33223.68,68078.88,73.44,21 days,21,2013,Online
Europe,Estonia,Cereal,C,2013-10-14,2013-10-17,205.7,117.11,309372.8,176133.44,133239.36,88.58999999999999,3 days,3,2013,Offline
Europe,Lithuania,Household,M,2014-10-14,2014-10-25,668.27,502.54,3233758.53,2431791.06,801967.47,165.72999999999996,11 days,11,2014,Online
Europe,Bosnia and Herzegovina,Fruits,L,2016-10-15,2016-10-31,9.33,6.92,14209.59,10539.16,3670.43,2.41,16 days,16,2016,Offline
Europe,Andorra,Vegetables,L,2016-10-15,2016-11-24,154.06,90.93,851797.74,502751.97,349045.77,63.13,40 days,40,2016,Online
Europe,Switzerland,Vegetables,L,2016-10-15,2016-10-15,154.06,90.93,37590.64,22186.92,15403.72,63.13,0 days,0,2016,Offline
Europe,France,Personal Care,H,2010-10-16,2010-11-11,81.73,56.67,449841.92,311911.68,137930.24,25.06,26 days,26,2010,Online
Europe,Russia,Office Supplies,H,2011-10-16,2011-11-07,651.21,524.96,6036716.7,4866379.2,1170337.5,126.25,22 days,22,2011,Offline
Europe,Hungary,Personal Care,H,2014-10-16,2014-11-02,81.73,56.67,636268.05,441175.95,195092.1,25.06,17 days,17,2014,Online
Europe,Belgium,Fruits,L,2013-10-17,2013-11-24,9.33,6.92,77532.3,57505.2,20027.1,2.41,38 days,38,2013,Offline
Europe,Liechtenstein,Vegetables,C,2013-10-17,2013-10-26,154.06,90.93,1006165.86,593863.83,412302.03,63.13,9 days,9,2013,Online
Europe,Belarus,Cosmetics,L,2014-10-17,2014-11-01,437.2,263.33,752858.4,453454.26,299404.14,173.87,15 days,15,2014,Offline
Europe,Netherlands,Beverages,C,2012-10-18,2012-11-21,47.45,31.79,317867.55,212961.21,104906.34,15.660000000000004,34 days,34,2012,Online
Europe,San Marino,Baby Food,L,2012-10-18,2012-10-31,255.28,159.42,1272570.8,794708.7,477862.1,95.86,13 days,13,2012,Offline
Europe,Vatican City,Snacks,M,2014-10-18,2014-11-11,152.58,97.44,928601.88,593019.84,335582.04,55.140000000000015,24 days,24,2014,Online
Europe,Switzerland,Cereal,M,2015-10-18,2015-11-30,205.7,117.11,939020.5,534607.15,404413.35,88.58999999999999,43 days,43,2015,Offline
Europe,Sweden,Cereal,L,2012-10-19,2012-11-03,205.7,117.11,278106.4,158332.72,119773.68,88.58999999999999,15 days,15,2012,Online
Europe,Bulgaria,Beverages,C,2013-10-19,2013-12-06,47.45,31.79,246028.25,164831.15,81197.1,15.660000000000004,48 days,48,2013,Offline
Europe,Luxembourg,Household,H,2010-10-20,2010-11-13,668.27,502.54,3175619.04,2388070.08,787548.96,165.72999999999996,24 days,24,2010,Online
Europe,Monaco,Office Supplies,H,2012-10-20,2012-11-24,651.21,524.96,930579.09,750167.84,180411.25,126.25,35 days,35,2012,Offline
Europe,Malta,Cosmetics,C,2011-10-21,2011-11-21,437.2,263.33,4037979.2,2432115.88,1605863.32,173.87,31 days,31,2011,Online
Europe,Malta,Beverages,C,2013-10-21,2013-10-27,47.45,31.79,104342.55,69906.21,34436.34,15.660000000000004,6 days,6,2013,Offline
Europe,Iceland,Fruits,H,2014-10-21,2014-10-24,9.33,6.92,1044.96,775.04,269.92,2.41,3 days,3,2014,Online
Europe,San Marino,Meat,H,2010-10-22,2010-12-10,421.89,364.69,1530195.03,1322730.63,207464.4,57.19999999999999,49 days,49,2010,Offline
Europe,Spain,Fruits,H,2011-10-22,2011-11-14,9.33,6.92,85574.76,63470.24,22104.52,2.41,23 days,23,2011,Online
Europe,Slovenia,Fruits,H,2012-10-22,2012-11-20,9.33,6.92,60113.19,44585.56,15527.63,2.41,29 days,29,2012,Offline
Europe,San Marino,Cereal,H,2016-10-22,2016-10-22,205.7,117.11,266587.2,151774.56,114812.64,88.58999999999999,0 days,0,2016,Online
Europe,Greece,Cereal,L,2011-10-23,2011-10-24,205.7,117.11,1741867.6,991687.48,750180.12,88.58999999999999,1 days,1,2011,Offline
Europe,Slovakia,Beverages,L,2013-10-23,2013-10-26,47.45,31.79,451012.25,302163.95,148848.3,15.660000000000004,3 days,3,2013,Online
Europe,Bulgaria,Personal Care,H,2012-10-24,2012-11-04,81.73,56.67,778886.9,540065.1,238821.8,25.06,11 days,11,2012,Offline
Europe,Spain,Fruits,L,2015-10-24,2015-11-01,9.33,6.92,33028.2,24496.8,8531.4,2.41,8 days,8,2015,Online
Europe,Andorra,Baby Food,M,2016-10-24,2016-11-26,255.28,159.42,1830357.6,1143041.4,687316.2,95.86,33 days,33,2016,Offline
Europe,San Marino,Fruits,L,2010-10-25,2010-11-06,9.33,6.92,55326.9,41035.6,14291.3,2.41,12 days,12,2010,Online
Europe,Macedonia,Fruits,H,2010-10-25,2010-11-05,9.33,6.92,66056.4,48993.6,17062.8,2.41,11 days,11,2010,Offline
Europe,Sweden,Cosmetics,L,2012-10-26,2012-12-12,437.2,263.33,1303293.2,784986.73,518306.47,173.87,47 days,47,2012,Online
Europe,Sweden,Snacks,H,2012-10-27,2012-11-11,152.58,97.44,1338279.18,854646.24,483632.94,55.140000000000015,15 days,15,2012,Offline
Europe,France,Office Supplies,H,2013-10-27,2013-11-02,651.21,524.96,1277674.02,1029971.52,247702.5,126.25,6 days,6,2013,Online
Europe,Denmark,Clothes,H,2014-10-27,2014-10-31,109.28,35.84,470013.28,154147.84,315865.44,73.44,4 days,4,2014,Offline
Europe,Netherlands,Beverages,M,2015-10-27,2015-12-09,47.45,31.79,148708.3,99629.86,49078.44,15.660000000000004,43 days,43,2015,Online
Europe,San Marino,Cosmetics,C,2016-10-27,2016-10-29,437.2,263.33,3113738.4,1875436.26,1238302.14,173.87,2 days,2,2016,Offline
